,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,sector,Study Room,Servant Room,Pooja Room,Others,Store Room,possession_category,furnishingType,super_builtup_area,builtup_area,carpet_area,luxury_score
624,flat,Emaar Digihomes,2.15,14257.294429708223,1508.0,Carpet area: 1508 (140.1 sq.m.),2.0,2.0,3,31.0,,sector 62,,,,,,new,0.0,,,1508.02239,132.0
625,flat,Godrej Nature Plus,1.4,9333.333333333334,1500.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1385 sq.ft. (128.67 sq.m.),2.0,2.0,3,14.0,,sector-33,,,,,,new,0.0,1500.0,,1385.0,80.0
626,flat,Smart World Orchard,2.3,14110.42944785276,1630.0,Super Built up area 1630(151.43 sq.m.),3.0,3.0,2,2.0,,sector 61,1.0,0.0,0.0,0.0,0.0,new,0.0,1630.0,,,110.0
627,flat,Railway Officers RPF Society,1.25,6921.373200442968,1806.0,Carpet area: 1806 (167.78 sq.m.),4.0,3.0,3,1.0,South-West,sector 9a,0.0,1.0,0.0,0.0,0.0,old,1.0,,,1805.967142,40.0
628,flat,Godrej Air,1.05,10606.060606060606,990.0,Built Up area: 97 Carpet area: 92 sq.m.,2.0,2.0,1,15.0,East,sector 85,,,,,,new,0.0,,97.0,92.0,58.0
629,flat,Emaar MGF Palm Hills4.0,1.25,8620.689655172413,1450.0,Carpet area: 1450 (134.71 sq.m.),3.0,4.0,3,1.0,West,sector 77,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,,1450.004969,158.0
630,flat,Maruti Vihar,1.0,9090.90909090909,1100.0,Super Built up area 1100(102.19 sq.m.),1.0,1.0,1,1.0,North,sector 28,1.0,0.0,1.0,0.0,0.0,old,1.0,1100.0,,,104.0
631,flat,Vasant Appartments,1.7,7391.304347826087,2300.0,Carpet area: 2300 (213.68 sq.m.),5.0,5.0,2,2.0,North-West,sector 14,1.0,0.0,1.0,0.0,1.0,old,2.0,,,2300.030152,71.0
632,flat,Ansal Heights 86,1.3,4666.1880832735105,2786.0,Super Built up area 2786(258.83 sq.m.),4.0,6.0,2,11.0,East,sector 86,0.0,1.0,0.0,1.0,0.0,new,0.0,2786.0,,,108.0
633,flat,Shapoorji Pallonji Joyville Gurugram4.0,2.12,16960.0,1250.0,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,3,9.0,,sector 102,,,,,,relatively new,0.0,,1852.036634,1250.0,85.0
634,flat,Puri The Aravallis,3.9,33219.76149914821,1174.0,Carpet area: 1249.65 (116.1 sq.m.),3.0,4.0,3+,33.0,South,sector 61,0.0,1.0,0.0,0.0,0.0,new,0.0,,,1249.68879,196.0
635,flat,Smart World Orchard,2.2,14202.71142672692,1549.0,Carpet area: 1549 (143.91 sq.m.),3.0,3.0,2,4.0,North,sector 61,,,,,,new,0.0,,,1549.032849,199.0
636,flat,Emaar Gurgaon Greens4.1,1.35,8181.818181818182,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,5.0,North-West,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1650.0,,1022.58,167.0
637,flat,Godrej Nature Plus,1.67,10503.14465408805,1590.0,Carpet area: 1671 (155.24 sq.m.),3.0,2.0,2,18.0,,sector-33,,,,,,new,0.0,,,1670.987836,80.0
638,flat,Landmark The Residency,0.9,6666.666666666667,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,2,1.0,South-West,sector 103,,,,,,relatively new,0.0,1350.0,,,51.0
639,flat,M3M Capital,2.37,11499.272197962155,2061.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4.0,3+,20.0,East,sector 113,1.0,0.0,0.0,0.0,0.0,new,0.0,,2059.995182,1600.0,197.0
640,flat,Emaar Imperial Gardens3.8,1.98,9900.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3.0,3.0,3+,9.0,North,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,,,2000.040259,85.0
641,flat,m3m crown,4.67,17000.36403349108,2747.0,Carpet area: 2750 (255.48 sq.m.),4.0,4.0,3+,8.0,,sector 111,,,,,,new,0.0,,,2749.961172,0.0
642,flat,Godrej 1014.0,1.29,8206.106870229007,1572.0,Super Built up area 1572(146.04 sq.m.),2.0,2.0,3,4.0,,sector 79,,,,,,new,0.0,1572.0,,,0.0
643,flat,Central Park Resorts4.4,3.65,15240.08350730689,2395.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3.0,3.0,3+,9.0,North-West,sector 48,0.0,0.0,0.0,1.0,0.0,relatively new,1.0,1870.0,1869.0,,204.0
660,flat,Tulip Monsella,5.6,19363.762102351313,2892.0,Super Built up area 2892(268.68 sq.m.),3.0,3.0,3+,1.0,,sector 53,,,,,,new,0.0,2892.0,,,49.0
661,flat,Sare Crescent Parc Royal Greens Phase 1,1.25,5832.944470368642,2143.0,Super Built up area 2143(199.09 sq.m.),4.0,4.0,3,20.0,East,sector 92,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2143.0,,,73.0
662,flat,AIPL Club Residences,1.27,9776.751347190146,1299.0,Carpet area: 1304 (121.15 sq.m.),2.0,2.0,3+,24.0,North-West,sector 70a,0.0,0.0,0.0,1.0,0.0,relatively new,1.0,,,1304.046485,151.0
663,flat,Experion The Heartsong3.9,1.36,6541.606541606542,2079.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3.0,2.0,3+,2.0,,sector 108,1.0,1.0,0.0,0.0,0.0,relatively new,1.0,1758.0,,986.0,108.0
664,flat,Signature Global City,1.0,8163.265306122449,1225.0,Built Up area: 1250 (116.13 sq.m.)Carpet area: 915 sq.ft. (85.01 sq.m.),3.0,3.0,3,4.0,South-East,sector 37d,,,,,,new,0.0,,1250.011707,915.0,56.0
665,flat,Bestech Park View City4.1,4.25,9334.504722161213,4553.0,Super Built up area 4553(422.99 sq.m.),4.0,5.0,3+,14.0,,sector 48,1.0,0.0,0.0,0.0,0.0,moderately old,1.0,4553.0,,,103.0
666,flat,Emaar Palm Gardens4.1,1.8,9473.684210526315,1900.0,Super Built up area 1900(176.52 sq.m.),3.0,3.0,3+,9.0,South,sector 83,,,,,,relatively new,0.0,1900.0,,,0.0
667,flat,CHD Avenue 713.6,1.25,6596.306068601583,1895.0,Super Built up area 1743(161.93 sq.m.),3.0,4.0,2,14.0,North-East,sector 71,1.0,1.0,1.0,1.0,0.0,relatively new,2.0,1743.0,,,184.0
668,flat,Mahindra Luminare4.0,5.5,18181.81818181818,3025.0,Super Built up area 3025(281.03 sq.m.),3.0,3.0,1,26.0,,sector 59,0.0,1.0,0.0,0.0,0.0,new,0.0,3025.0,,,37.0
669,flat,Raheja Navodaya3.6,0.85,4271.356783919598,1990.0,Super Built up area 1990(184.88 sq.m.),3.0,3.0,3,2.0,North-West,sector 92,,,,,,relatively new,0.0,1990.0,,,113.0
670,flat,Godrej Nature Plus,1.07,7725.631768953069,1385.0,Super Built up area 1385(128.67 sq.m.),2.0,2.0,2,14.0,North-East,sector-33,,,,,,new,0.0,1385.0,,,99.0
671,flat,M3M Urbana,0.95,10894.495412844037,872.0,Built Up area: 826 (76.74 sq.m.),1.0,1.0,1,17.0,South-West,sector 67,,,,,,relatively new,0.0,,826.0216859999999,,56.0
672,flat,Experion The Heartsong3.9,0.87,11852.861035422344,734.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3.0,3,2.0,South-West,sector 108,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1283.0,978.23,734.43,152.0
673,flat,Sobha City,4.1,23401.826484018264,1752.0,Super Built up area 2344(217.76 sq.m.)Built Up area: 2343 sq.ft. (217.67 sq.m.)Carpet area: 1752 sq.ft. (162.77 sq.m.),4.0,5.0,3,25.0,North-East,sector 108,1.0,1.0,0.0,0.0,0.0,new,2.0,2344.0,2343.0,1752.0,117.0
674,flat,Godrej Nature Plus,1.27,9182.93564714389,1383.0,Super Built up area 1383(128.48 sq.m.),2.0,2.0,3+,9.0,West,sector-33,,,,,,new,0.0,1383.0,,,51.0
675,flat,Smart World Orchard,1.47,12782.608695652174,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,4.0,East,sector 61,1.0,0.0,0.0,0.0,0.0,new,0.0,,,1150.015076,53.0
676,flat,Emaar MGF The Palm Drive4.1,3.45,15681.818181818182,2200.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,4.0,3,6.0,East,sector 66,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2200.0,2000.0,1800.0,124.0
677,flat,M3M Merlin3.7,3.39,14376.590330788804,2358.0,Super Built up area 2358(219.07 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3,14.0,East,sector 67,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2358.0,2100.0,2000.0,33.0
678,flat,DLF The Skycourt,1.54,9221.556886227545,1670.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3.0,3.0,3+,15.0,North-West,sector 86,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1929.0,1780.0,1670.0,237.0
679,flat,Emaar Gurgaon Greens4.1,1.42,8606.060606060606,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,7.0,East,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1650.0,,1022.58,175.0
680,flat,AFNHB Jalvayu Vihar3.7,1.3,10000.0,1300.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,2,2.0,North-East,sector 30,,,,,,old,0.0,1500.0,,1300.0,19.0
681,flat,Ireo Victory Valley4.1,3.5,14583.333333333334,2400.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3.0,4.0,3,24.0,North-East,sector 67,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,2698.0,2490.0,2400.0,203.0
682,flat,Ambience Creacions,4.8,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4.0,6.0,3+,10.0,North-East,sector 22,0.0,1.0,1.0,0.0,0.0,new,2.0,,,2500.023414,56.0
683,flat,Signature Global City 92,0.78,8049.5356037151705,969.0,Super Built up area 1197(111.2 sq.m.),2.0,2.0,2,2.0,,sector 92,,,,,,new,1.0,1197.0,,,60.0
684,flat,The Khushboo Cooperative Housing Society Ltd3.9,0.88,4888.888888888889,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1123 sq.ft. (104.33 sq.m.),3.0,3.0,2,2.0,North-West,sector 9a,,,,,,old,1.0,1800.0,,1123.0,38.0
685,flat,Adani M2K Oyster Grande3.9,2.6,10007.698229407237,2598.0,Super Built up area 2598(241.36 sq.m.),3.0,3.0,3,2.0,North-East,sector 102,1.0,1.0,0.0,0.0,1.0,relatively new,0.0,2598.0,,,173.0
686,flat,Sobha City,2.9,14478.282576135796,2003.0,Super Built up area 2003(186.08 sq.m.),3.0,4.0,2,8.0,East,sector 108,,,,,,new,0.0,2003.0,,,140.0
687,flat,Raheja Vedaanta3.6,0.7,4651.162790697675,1505.0,Super Built up area 1505(139.82 sq.m.),2.0,2.0,2,12.0,South,sector 108,,,,,,moderately old,0.0,1505.0,,,93.0
688,flat,DLF The Skycourt,1.5,9740.25974025974,1540.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3.0,3.0,3+,18.0,West,sector 86,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,1929.0,1780.0,1540.0,237.0
689,flat,M3M Capital,2.51,14799.52830188679,1696.0,Super Built up area 1695(157.47 sq.m.),3.0,3.0,3+,2.0,North-West,sector 113,1.0,0.0,0.0,0.0,0.0,new,0.0,1695.0,,,56.0
690,flat,Bestech Altura,1.85,8604.651162790698,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,7.0,,sector 79,0.0,1.0,0.0,0.0,0.0,new,0.0,2150.0,1650.0,1350.0,66.0
691,flat,Indiabulls Centrum Park3.7,2.45,8521.739130434782,2875.0,Super Built up area 2875(267.1 sq.m.),4.0,6.0,3,5.0,,sector 103,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2875.0,,,59.0
692,flat,Orris Aster Court Premier,1.38,6509.43396226415,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3.0,4.0,2,6.0,North-East,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2120.0,1616.0,,83.0
693,flat,Mapsko Casa Bella3.8,3.0,6133.714986710284,4891.0,Super Built up area 4890(454.3 sq.m.),4.0,6.0,3+,25.0,West,sector 82,0.0,1.0,1.0,0.0,0.0,relatively new,1.0,4890.0,,,158.0
694,flat,Samadhan Shri Kamal CGHS,2.01,11426.947129050595,1759.0,Carpet area: 1760 (163.51 sq.m.),4.0,4.0,3+,10.0,,sector 1,,,,,,moderately old,2.0,,,1760.0052889999995,0.0
695,flat,Navjyoti Apartment,2.1,11938.601478112563,1759.0,Carpet area: 1759 (163.42 sq.m.),4.0,4.0,3+,10.0,North,sector 38,,,,,,old,2.0,,,1759.0365379999998,29.0
696,flat,Orchid Petals4.1,2.55,12318.840579710144,2070.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2060 sq.ft. (191.38 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3.0,4.0,3,8.0,East,sector 49,1.0,0.0,0.0,0.0,0.0,relatively new,1.0,2070.0,2060.0,1760.0,56.0
697,flat,Friends Apartment,2.0,8510.63829787234,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4.0,3.0,3,5.0,North,sector 52,0.0,1.0,0.0,0.0,0.0,moderately old,2.0,2350.0,,1850.0,125.0
698,flat,Sobha City,3.75,14940.239043824702,2510.0,Super Built up area 2343(217.67 sq.m.),3.0,3.0,2,16.0,North-East,sector 108,0.0,1.0,0.0,0.0,0.0,new,0.0,2343.0,,,108.0
699,flat,CGHS Rail Vihar4.0,1.4,10769.23076923077,1300.0,Carpet area: 1300 (120.77 sq.m.),4.0,3.0,3,3.0,East,sector 15,,,,,,old,1.0,,,1299.956203,115.0
700,flat,DLF The Skycourt,1.56,8087.0917573872475,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,4.0,3+,17.0,South-West,sector 86,0.0,0.0,0.0,0.0,1.0,relatively new,0.0,1929.0,1580.0,1450.0,245.0
701,flat,Emaar Gurgaon Greens4.1,1.35,8181.818181818182,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,9.0,North-East,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1650.0,,1022.58,113.0
702,flat,Shapoorji Pallonji Joyville Gurugram4.0,1.4,10378.057820607857,1349.0,Super Built up area 1349(125.33 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,11.0,North-East,sector 102,,,,,,new,1.0,1349.0,,1000.0,56.0
703,flat,Eldeco Accolade3.8,1.2,8042.8954423592495,1492.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,,North,sector-33,1.0,0.0,0.0,0.0,0.0,new,0.0,,1491.984179,900.0,68.0
704,flat,BPTP Terra3.8,2.08,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),4.0,4.0,3,,North-East,sector 37d,1.0,1.0,1.0,0.0,0.0,new,0.0,2443.0,,,159.0
705,flat,SS The Leaf3.8,1.75,7267.441860465116,2408.0,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3,8.0,North,sector 85,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,2408.0,,,56.0
706,flat,Ireo Victory Valley4.1,2.99,11832.212109220422,2527.0,Super Built up area 2527(234.77 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3,4.0,East,sector 67,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2527.0,2200.0,2100.0,44.0
707,flat,Emaar Digihomes,2.1,14256.619144602852,1473.0,Super Built up area 1508.26(140.12 sq.m.),2.0,2.0,2,30.0,North,sector 62,0.0,1.0,0.0,0.0,0.0,new,0.0,1508.0,,,81.0
708,flat,Ireo Victory Valley4.1,2.87,11903.774367482372,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3.0,3.0,3+,16.0,North-West,sector 67,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2411.0,,1808.0,245.0
709,flat,Emaar MGF Emerald Floors Premier3.8,2.35,14242.424242424242,1650.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3,2.0,South-West,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,,1649.9982309999998,1200.0,220.0
710,flat,Indiabulls Centrum Park3.7,1.9,5681.818181818182,3344.0,Carpet area: 3344 (310.67 sq.m.),3.0,4.0,3+,10.0,North-East,sector 103,1.0,1.0,1.0,1.0,0.0,relatively new,1.0,,,3344.020813,56.0
711,flat,Orris Carnation Residency3.7,0.72,4881.35593220339,1475.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,2,9.0,West,sector 85,0.0,0.0,0.0,1.0,0.0,moderately old,0.0,1475.0,1350.0,1250.0,56.0
712,flat,Sbr minda sec 1 imt manesar,0.65,4259.501965923984,1526.0,Carpet area: 1526 (141.77 sq.m.),3.0,2.0,3+,6.0,South,sector 1a,,,,,,moderately old,0.0,,,1525.998103,5.0
713,flat,DLF The Ultima4.0,2.34,11185.46845124283,2092.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 1760 sq.ft. (163.51 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3.0,4.0,3+,14.0,South-East,sector 81,0.0,1.0,0.0,0.0,0.0,relatively new,2.0,2092.0,1760.0,1670.0,245.0
714,flat,M3M Capital,2.57,15575.757575757576,1650.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,5.0,3+,25.0,East,sector 113,1.0,0.0,0.0,0.0,0.0,new,1.0,,2059.995182,1650.0,108.0
715,flat,BPTP Terra3.8,1.71,7804.655408489274,2191.0,Built Up area: 2191 (203.55 sq.m.),3.0,3.0,3+,7.0,South-West,sector 37d,1.0,0.0,0.0,0.0,0.0,relatively new,0.0,,2190.991845,,51.0
716,flat,Indiabulls Enigma,3.79,9895.56135770235,3830.0,Super Built up area 3830(355.82 sq.m.),5.0,5.0,3,4.0,South-West,sector 110,0.0,1.0,0.0,1.0,0.0,relatively new,0.0,3830.0,,,165.0
717,flat,The Lions CGHS,2.05,7884.615384615385,2600.0,Built Up area: 2600 (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3+,7.0,West,sector 56,0.0,0.0,0.0,0.0,1.0,old,1.0,,2600.020045,2400.0,175.0
718,flat,M3M Golfestate4.4,5.2,17455.521987244043,2979.0,Super Built up area 2979(276.76 sq.m.),3.0,3.0,3,18.0,North,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,1.0,2979.0,,,98.0
719,flat,Emaar MGF The Palm Drive4.1,3.2,17777.777777777777,1800.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,12.0,South-West,sector 66,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,2200.0,,1800.0,164.0
720,flat,AFNHB Jalvayu Vihar3.7,0.69,7270.811380400421,949.0,Super Built up area 990(91.97 sq.m.),2.0,2.0,1,3.0,North-East,sector 30,,,,,,old,0.0,990.0,,,78.0
721,flat,Experion Windchants3.8,3.75,13383.297644539614,2802.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3.0,3.0,2,21.0,West,sector 112,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2802.0,2225.56,,214.0
722,flat,Experion Windchants3.8,3.65,12310.286677908938,2965.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3.0,4.0,3+,14.0,South,sector 112,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2802.0,2225.56,,204.0
723,flat,Experion Windchants3.8,5.49,11584.722515298587,4739.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4.0,5.0,3+,5.0,South,sector 112,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,4739.0,3655.35,,222.0
724,flat,Antriksh Heights3.7,1.05,5011.933174224344,2095.0,Super Built up area 2095(194.63 sq.m.),4.0,4.0,3+,3.0,North,sector 84,1.0,0.0,0.0,0.0,0.0,new,0.0,2095.0,,,96.0
725,flat,Sobha City,3.35,13267.326732673268,2525.0,Super Built up area 2072.9(192.58 sq.m.),3.0,4.0,2,19.0,,sector 108,,,,,,new,0.0,2072.0,,,115.0
726,flat,Unitech Uniworld Gardens3.8,2.4,11505.273250239694,2086.0,Super Built up area 2086(193.8 sq.m.),3.0,3.0,3+,10.0,,sector 47,0.0,1.0,0.0,0.0,0.0,moderately old,1.0,2086.0,,,167.0
727,flat,Park Royal Apartment,1.71,7600.0,2250.0,Built Up area: 2251 (209.12 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,3.0,3+,5.0,North-East,sector 56,0.0,1.0,0.0,0.0,0.0,moderately old,1.0,,2250.946768,2250.0,141.0
728,flat,Elan The Presidential,6.3,15384.615384615385,4095.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5.0,6.0,3+,10.0,North-East,sector 106,,,,,,new,1.0,4095.0,,3500.0,107.0
729,flat,Raheja Atharva3.6,2.2,9490.940465918895,2318.0,Carpet area: 2318 (215.35 sq.m.),3.0,3.0,2,7.0,North,sector 109,0.0,1.0,0.0,0.0,0.0,moderately old,1.0,,,2318.005865,131.0
730,flat,Indiabulls Enigma,3.25,9558.823529411764,3400.0,Super Built up area 3400(315.87 sq.m.),4.0,4.0,3,11.0,South,sector 110,0.0,1.0,0.0,1.0,0.0,relatively new,0.0,3400.0,,,172.0
731,flat,Central Park Resorts4.4,11.25,28266.331658291456,3980.0,Carpet area: 3980 (369.75 sq.m.),4.0,5.0,3+,2.0,North-West,sector 48,0.0,1.0,1.0,0.0,0.0,relatively new,0.0,,,3979.952025,58.0
732,flat,Central Park Flower Valley,3.3,13750.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3.0,3.0,3,2.0,,sector-33,1.0,1.0,1.0,0.0,1.0,new,0.0,,,2400.026783,82.0
733,flat,Emaar Gurgaon Greens4.1,1.38,13489.73607038123,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,6.0,North-East,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1650.0,,1022.58,168.0
734,flat,Emaar MGF The Palm Drive4.1,4.6,18400.0,2500.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3.0,3.0,3,11.0,North,sector 66,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,3300.0,,2500.0,185.0
735,flat,Emaar Gurgaon Greens4.1,1.4,8484.848484848484,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3,9.0,South-West,sector 102,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1650.0,,1200.0,56.0
736,flat,Emaar MGF Emerald Floors Premier3.8,3.5,17721.518987341773,1975.0,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3,4.0,East,sector 65,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1975.0,,,151.0
737,flat,Mapsko Royale Ville3.7,0.99,5530.72625698324,1790.0,Super Built up area 1790(166.3 sq.m.),3.0,4.0,2,14.0,South-West,sector 82,0.0,1.0,0.0,0.0,0.0,new,0.0,1790.0,,,108.0
738,flat,Emaar MGF Emerald Floors Premier3.8,2.65,16060.60606060606,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,5.0,North,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,,,1649.9982309999998,44.0
739,flat,Unitech Greenwood City3.6,2.4,12345.67901234568,1944.0,Super Built up area 216(180.6 sq.m.),3.0,3.0,2,1.0,North-West,sector 45,0.0,1.0,0.0,0.0,0.0,new,1.0,216.0,,,19.0
740,flat,ATS Tourmaline3.9,1.65,7674.418604651163,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3+,16.0,North-East,sector 109,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,2150.0,,,56.0
741,flat,Railway Officers RPF Society,1.25,6921.373200442968,1806.0,Carpet area: 1806 (167.78 sq.m.),4.0,3.0,3,1.0,,sector 9a,0.0,1.0,0.0,0.0,0.0,old,0.0,,,1805.967142,47.0
742,flat,Emaar Digihomes,4.0,14869.888475836431,2690.0,Super Built up area 2588.79(240.51 sq.m.),3.0,3.0,3,18.0,North,sector 62,0.0,1.0,0.0,0.0,0.0,new,1.0,2588.0,,,44.0
743,flat,Emaar Palm Gardens4.1,1.8,9473.684210526315,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,6.0,South,sector 83,0.0,1.0,0.0,0.0,0.0,relatively new,1.0,1900.0,,1240.04,152.0
744,flat,TARC Maceo3.8,1.75,11118.170266836087,1574.0,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),4.0,3.0,3+,8.0,South,sector 91,1.0,1.0,1.0,0.0,1.0,relatively new,0.0,2724.0,,1573.59,166.0
745,flat,Emaar MGF Emerald Floors Premier3.8,2.35,14242.424242424242,1650.0,Built Up area: 1650 (153.29 sq.m.),3.0,3.0,2,4.0,East,sector 65,1.0,1.0,0.0,0.0,0.0,relatively new,0.0,,1649.9982309999998,,220.0
746,flat,Pioneer Urban Presidia,7.15,16486.050265160247,4337.0,Super Built up area 4337(402.92 sq.m.),4.0,5.0,3+,7.0,East,sector 62,1.0,1.0,0.0,0.0,1.0,relatively new,1.0,4337.0,,,205.0
747,flat,Emaar MGF Palm Hills4.0,1.64,8410.25641025641,1950.0,Super Built up area 1950(181.16 sq.m.),4.0,3.0,3,9.0,South,sector 77,0.0,1.0,0.0,0.0,0.0,relatively new,0.0,1950.0,,,132.0
